Periode,ID_Cabang,Wilayah,Nama_Cabang,No_Rekening,Nama_Nasabah,Sisa_Outstanding,Kolektibilitas
2024-06-30,CBG010,Balikpapan,Cabang MT Haryono,9013555166,"Cut Tantri Zulaika, M.Kom.",322768483,2
2024-06-30,CBG010,Balikpapan,Cabang MT Haryono,4107109100,"R. Lintang Yulianti, S.Kom",296544774,5
2024-06-30,CBG010,Balikpapan,Cabang MT Haryono,3828660060,Iriana Tamba,358417274,3
2024-06-30,CBG010,Balikpapan,Cabang MT Haryono,9769908101,Salsabila Fujiati,392020207,5
2024-06-30,CBG010,Balikpapan,Cabang MT Haryono,1394222785,Oskar Rajata,326777550,3
2024-06-30,CBG010,Balikpapan,Cabang MT Haryono,3216962791,Aurora Maryati,259152070,1
2024-06-30,CBG010,Balikpapan,Cabang MT Haryono,4286538170,Rahmi Kuswandari,422610255,4
2024-07-31,CBG001,Jakarta,Cabang Sudirman,7041558155,Hj. Ifa Kurniawan,403439623,3
2024-07-31,CBG001,Jakarta,Cabang Sudirman,7173701974,Yuliana Hardiansyah,365034356,2
2024-07-31,CBG001,Jakarta,Cabang Sudirman,5175491470,Lili Anggraini,364260151,2
2024-07-31,CBG001,Jakarta,Cabang Sudirman,2094468568,Suci Rajasa,414150077,3
2024-07-31,CBG001,Jakarta,Cabang Sudirman,810182457,Rangga Hastuti,484143409,2
2024-07-31,CBG001,Jakarta,Cabang Sudirman,9100032300,T. Bakijan Nashiruddin,127556837,1
2024-07-31,CBG001,Jakarta,Cabang Sudirman,1142890693,Jamil Susanti,467739924,2
2024-07-31,CBG001,Jakarta,Cabang Sudirman,8188084267,Farhunnisa Natsir,366259902,5
2024-07-31,CBG001,Jakarta,Cabang Sudirman,9046190030,Clara Kurniawan,405999004,3
2024-07-31,CBG001,Jakarta,Cabang Sudirman,3770815110,Shania Saputra,459025927,1
2024-07-31,CBG001,Jakarta,Cabang Sudirman,9189181727,Devi Marbun,178776235,4
2024-07-31,CBG001,Jakarta,Cabang Sudirman,9289122371,Capa Suryono,121168719,4
2024-07-31,CBG001,Jakarta,Cabang Sudirman,300056614,"R.A. Fathonah Tamba, S.IP",399304010,2
2024-07-31,CBG001,Jakarta,Cabang Sudirman,9471005060,"dr. Cakrabuana Mandasari, S.Farm",437056976,4
2024-07-31,CBG001,Jakarta,Cabang Sudirman,7362340989,Candra Sihombing,374809584,3
2024-07-31,CBG001,Jakarta,Cabang Sudirman,6158956387,"Rahmi Hastuti, M.Pd",237523566,2
2024-07-31,CBG001,Jakarta,Cabang Sudirman,7883132489,Natalia Samosir,102688926,2
2024-07-31,CBG001,Jakarta,Cabang Sudirman,3176797717,Suci Handayani,374394749,3
2024-07-31,CBG001,Jakarta,Cabang Sudirman,8393983435,"Oskar Safitri, M.Pd",426573438,5
2024-07-31,CBG001,Jakarta,Cabang Sudirman,9116124628,Hilda Melani,363865346,2
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,5459413866,"H. Kenari Zulkarnain, M.Kom.",490224245,2
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,4175533654,Yuliana Firgantoro,366734645,3
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,8144488907,Salsabila Farida,454325985,1
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,327901872,Cemani Anggraini,344850927,3
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,9087538818,Ir. Tantri Puspita,449964136,4
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,3966844688,Paramita Setiawan,118339108,3
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,7045342147,"Iriana Rahayu, S.Pd",454424810,2
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,3316481286,Wardaya Natsir,245458460,3
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,1111920921,Gandewa Suartini,104279997,2
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,6933394278,Dacin Iswahyudi,486360378,2
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,6939942449,Lintang Utama,282410487,4
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,117751734,drg. Vega Halimah,189974560,3
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,9252840030,Drajat Nainggolan,436381016,3
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,141510975,Maryanto Nashiruddin,209758164,2
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,601839792,"R.M. Tirtayasa Damanik, S.E.",448933450,4
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,9409480484,"Mahesa Santoso, S.Pt",108291907,5
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,3986451538,drg. Violet Maulana,145879880,3
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,1582771883,Yoga Sudiati,220769899,3
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,4727109086,Najwa Najmudin,452721753,5
2024-07-31,CBG002,Bandung,Cabang Asia Afrika,2100233579,"Gabriella Suryatmi, M.Ak",266011564,4
2024-07-31,CBG003,Surabaya,Cabang Darmo,6786128373,Balidin Usamah,270287270,4
2024-07-31,CBG003,Surabaya,Cabang Darmo,7058356104,"Warta Purnawati, S.Gz",444824598,4
2024-07-31,CBG003,Surabaya,Cabang Darmo,5935802468,Ir. Anastasia Hutasoit,120125488,5
2024-07-31,CBG003,Surabaya,Cabang Darmo,5083545732,"Ir. Pranata Gunarto, S.E.I",287395763,1
2024-07-31,CBG003,Surabaya,Cabang Darmo,214321399,Mursita Puspasari,147049092,4
2024-07-31,CBG003,Surabaya,Cabang Darmo,5680459647,Taswir Sihombing,434660116,5
2024-07-31,CBG003,Surabaya,Cabang Darmo,6022463784,Jamalia Laksmiwati,224743161,1
2024-07-31,CBG003,Surabaya,Cabang Darmo,5774537462,Fathonah Kurniawan,499397465,3
2024-07-31,CBG003,Surabaya,Cabang Darmo,8001166186,"Paulin Hutasoit, S.I.Kom",370566631,1
2024-07-31,CBG003,Surabaya,Cabang Darmo,8216642781,Sutan Wage Hartati,283300534,2
2024-07-31,CBG003,Surabaya,Cabang Darmo,278331672,Mila Damanik,495237431,1
2024-07-31,CBG003,Surabaya,Cabang Darmo,6398053565,Tomi Hidayat,141361802,4
2024-07-31,CBG003,Surabaya,Cabang Darmo,2555889554,R. Ade Hastuti,397148455,3
2024-07-31,CBG003,Surabaya,Cabang Darmo,4932010817,Pranawa Hidayat,454691477,3
2024-07-31,CBG003,Surabaya,Cabang Darmo,8104763149,Drs. Hartana Wijaya,295294947,4
2024-07-31,CBG003,Surabaya,Cabang Darmo,7427655415,Mutia Puspasari,493916492,2
2024-07-31,CBG003,Surabaya,Cabang Darmo,2569174177,"Eli Pradana, M.Ak",392691511,5
2024-07-31,CBG003,Surabaya,Cabang Darmo,8140557612,Putri Widiastuti,227941721,5
2024-07-31,CBG003,Surabaya,Cabang Darmo,6285024624,Genta Prasetya,235090469,1
2024-07-31,CBG003,Surabaya,Cabang Darmo,6037868072,Paulin Rahimah,276357269,4
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,6978415092,Usyi Samosir,192246528,2
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,7278348513,"Dr. Luwar Setiawan, S.Pd",396222800,5
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,2588122366,"Cut Eli Pudjiastuti, S.Ked",411997283,5
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,6663675447,Tgk. Intan Farida,295651840,4
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,4665640002,"Artanto Najmudin, S.Farm",380139146,5
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,3994171170,Yahya Utama,249956147,5
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,5444899398,Prabawa Sitorus,191554951,3
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,3594560904,Tgk. Puspa Latupono,305351847,4
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,6220934880,Dalima Ardianto,309664911,3
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,4552120770,Maida Prayoga,107707837,4
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,6235601651,Jelita Hardiansyah,224482188,3
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,9792167687,Halima Hassanah,335309379,4
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,9618857045,Xanana Wijaya,123608782,4
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,2193870238,Niyaga Hardiansyah,217280113,2
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,5233738952,Yessi Tampubolon,100845563,4
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,964122072,Usman Lestari,184815598,4
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,7023384192,Wardaya Mayasari,233759339,2
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,2691256153,Titin Wahyuni,206651891,4
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,4138195130,Jaiman Waluyo,444139298,3
2024-07-31,CBG004,Medan,Cabang Gatot Subroto,8557393213,"Ir. Jane Astuti, S.Pd",421238662,2
2024-07-31,CBG005,Makassar,Cabang Pettarani,113340796,"T. Daliono Mandasari, S.Farm",107113406,3
2024-07-31,CBG005,Makassar,Cabang Pettarani,2596282334,Ir. Dalima Sihotang,423009606,4
2024-07-31,CBG005,Makassar,Cabang Pettarani,4955413603,"Gabriella Hutapea, S.Pt",186629414,4
2024-07-31,CBG005,Makassar,Cabang Pettarani,5832973670,Daru Simanjuntak,423783454,1
2024-07-31,CBG005,Makassar,Cabang Pettarani,8887854648,Cakrawala Yulianti,100123293,4
2024-07-31,CBG005,Makassar,Cabang Pettarani,9587569991,Ir. Jasmin Yuliarti,174684788,5
2024-07-31,CBG005,Makassar,Cabang Pettarani,476835438,Puti Kayla Sudiati,282584428,5
2024-07-31,CBG005,Makassar,Cabang Pettarani,2018366289,"Hardana Suryatmi, S.Farm",201703823,1
2024-07-31,CBG005,Makassar,Cabang Pettarani,9153768906,"Agnes Ardianto, S.Kom",491013867,4
2024-07-31,CBG005,Makassar,Cabang Pettarani,9234566963,Vanya Hutagalung,313638565,3
2024-07-31,CBG005,Makassar,Cabang Pettarani,2042306037,Eman Lestari,399689535,2
2024-07-31,CBG005,Makassar,Cabang Pettarani,2041018684,"R. Lili Agustina, S.Ked",465315144,3
2024-07-31,CBG005,Makassar,Cabang Pettarani,7884463810,"KH. Waluyo Puspasari, S.Gz",453651768,4
2024-07-31,CBG005,Makassar,Cabang Pettarani,7970115280,Ellis Kuswoyo,483931646,1
2024-07-31,CBG005,Makassar,Cabang Pettarani,381809207,"Citra Marpaung, S.Psi",476744839,4
2024-07-31,CBG005,Makassar,Cabang Pettarani,3218941886,Jindra Pangestu,347514634,2
2024-07-31,CBG005,Makassar,Cabang Pettarani,3996635406,Jane Lazuardi,170128403,5
2024-07-31,CBG005,Makassar,Cabang Pettarani,1580341228,R.A. Samiah Santoso,141043982,1
2024-07-31,CBG005,Makassar,Cabang Pettarani,3099687768,"Oni Prayoga, M.M.",364621344,5
2024-07-31,CBG005,Makassar,Cabang Pettarani,4371253725,Ulya Tarihoran,358456916,2
2024-07-31,CBG006,Semarang,Cabang Pandanaran,4650747155,"Bancar Pertiwi, M.Pd",367261065,3
2024-07-31,CBG006,Semarang,Cabang Pandanaran,2590086932,"Amalia Susanti, S.E.I",268123826,2
2024-07-31,CBG006,Semarang,Cabang Pandanaran,1206668571,"Dr. Ega Damanik, S.Kom",425727617,4
2024-07-31,CBG006,Semarang,Cabang Pandanaran,4526831575,Umaya Rahmawati,227292579,2
2024-07-31,CBG006,Semarang,Cabang Pandanaran,282985435,Jail Usada,450057466,2
2024-07-31,CBG006,Semarang,Cabang Pandanaran,6621406276,"Nugraha Widodo, S.Kom",440975287,4
2024-07-31,CBG006,Semarang,Cabang Pandanaran,2488522283,Gilang Winarno,401382160,4
2024-07-31,CBG006,Semarang,Cabang Pandanaran,3918116138,"drg. Cahya Irawan, M.Pd",363117495,2
2024-07-31,CBG006,Semarang,Cabang Pandanaran,7801717622,Hadi Dabukke,124354393,3
2024-07-31,CBG006,Semarang,Cabang Pandanaran,9183539527,Purwadi Nuraini,292262259,4
2024-07-31,CBG006,Semarang,Cabang Pandanaran,3081680427,Daruna Saragih,314757297,2
2024-07-31,CBG006,Semarang,Cabang Pandanaran,3380890287,"Anom Siregar, S.Farm",199342139,3
2024-07-31,CBG006,Semarang,Cabang Pandanaran,6539786758,"Maya Pangestu, S.Farm",157434426,4
2024-07-31,CBG006,Semarang,Cabang Pandanaran,6179964041,"Okta Rahmawati, M.TI.",319733284,2
2024-07-31,CBG006,Semarang,Cabang Pandanaran,7304011796,Ami Purwanti,300068661,5
2024-07-31,CBG006,Semarang,Cabang Pandanaran,8662215465,Tasdik Ramadan,138243032,2
2024-07-31,CBG006,Semarang,Cabang Pandanaran,7401999416,"KH. Darmanto Pudjiastuti, S.Gz",129933767,2
2024-07-31,CBG006,Semarang,Cabang Pandanaran,2390005189,"Karma Firmansyah, S.I.Kom",172663793,1
2024-07-31,CBG006,Semarang,Cabang Pandanaran,4782667066,"Najam Suryono, S.Gz",221890484,1
2024-07-31,CBG006,Semarang,Cabang Pandanaran,7350282537,Karman Sihotang,265451622,3
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,8037034607,Karsana Salahudin,354971757,3
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,4867514584,Silvia Uyainah,429875182,1
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,1441048029,Mujur Mandasari,408183684,2
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,1472715948,Ira Mandala,368327483,4
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,7373973210,"Tgk. Ira Wijaya, S.Psi",201312014,4
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,1480300017,Hani Adriansyah,484398010,5
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,3656377247,Citra Fujiati,207829242,4
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,7380462468,Hasim Manullang,371456061,3
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,3277456063,Puti Janet Winarno,115592851,3
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,1416766188,drg. Karsana Laksmiwati,389100505,4
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,3878274874,Prasetya Budiman,427401996,3
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,1724284983,Dt. Rosman Handayani,408884667,5
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,2832328689,Ratih Wastuti,123105012,3
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,3335914277,Aurora Tamba,146284959,1
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,9507429343,Farah Yuliarti,345703237,5
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,2735367082,Zalindra Haryanti,169326158,1
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,735996142,Salsabila Damanik,250422895,1
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,5934514400,"R.M. Lantar Thamrin, M.TI.",238147370,4
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,645194722,Almira Permata,399504893,2
2024-07-31,CBG007,Yogyakarta,Cabang Malioboro,4651428873,Nova Halim,475897095,4
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,5243543697,"Hj. Zaenab Sudiati, M.M.",105406561,3
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,3854230004,Halima Wibisono,178900862,1
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,4917171862,"Dimas Zulaika, S.Farm",439483290,1
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,5444973835,Tantri Padmasari,113409015,1
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,9871119044,Jelita Hasanah,289198205,3
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,3482018203,Septi Rajata,400003773,1
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,8281261569,Cahyo Rahayu,443084820,3
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,713543796,Cecep Andriani,301094256,3
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,4544361139,Bakda Utami,481114852,1
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,4542462824,Xanana Wibisono,171782421,1
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,2651830331,"Titi Siregar, S.H.",182553839,5
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,1517172327,Agus Waskita,244888406,1
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,3602745720,H. Sabri Permadi,240866999,3
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,3874505480,Artawan Widodo,469373819,5
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,5180406576,R.A. Tiara Saputra,475987543,2
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,1367484512,Vivi Pratama,308633782,4
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,1521519968,"Endah Zulkarnain, M.Kom.",111490953,1
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,7859617060,Ciaobella Pratiwi,184088852,1
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,4612562045,Wirda Permadi,282900589,5
2024-07-31,CBG008,Denpasar,Cabang Teuku Umar,9983268586,Damu Sihombing,392508330,3
2024-07-31,CBG009,Palembang,Cabang Sudirman,9488015635,Balapati Gunawan,221351068,5
2024-07-31,CBG009,Palembang,Cabang Sudirman,2641367645,"Tina Wasita, S.Pd",149544795,3
2024-07-31,CBG009,Palembang,Cabang Sudirman,4238517017,Wasis Pratiwi,287763557,4
2024-07-31,CBG009,Palembang,Cabang Sudirman,3033252494,Farhunnisa Hastuti,423218254,2
2024-07-31,CBG009,Palembang,Cabang Sudirman,7299437561,"drg. Betania Prasetya, S.E.",144938565,2
2024-07-31,CBG009,Palembang,Cabang Sudirman,9557124240,H. Dadi Aryani,203085679,5
2024-07-31,CBG009,Palembang,Cabang Sudirman,4633561757,Malika Kuswandari,235327059,5
2024-07-31,CBG009,Palembang,Cabang Sudirman,7739683201,Dt. Jarwa Hassanah,389725639,1
2024-07-31,CBG009,Palembang,Cabang Sudirman,5023172031,"Cut Endah Suwarno, S.Psi",232268872,4
2024-07-31,CBG009,Palembang,Cabang Sudirman,5268443253,Wawan Hastuti,210250109,3
2024-07-31,CBG009,Palembang,Cabang Sudirman,2031783389,Danang Aryani,284842746,5
2024-07-31,CBG009,Palembang,Cabang Sudirman,1373082824,"Dr. Wirda Pertiwi, S.Kom",464309979,1
2024-07-31,CBG009,Palembang,Cabang Sudirman,3195431066,Dr. Gamblang Kusmawati,184523803,5
2024-07-31,CBG009,Palembang,Cabang Sudirman,2178031314,"dr. Kezia Marbun, S.H.",104882122,1
2024-07-31,CBG009,Palembang,Cabang Sudirman,9549244656,Ilsa Nuraini,192342063,3
2024-07-31,CBG009,Palembang,Cabang Sudirman,2371062071,Imam Susanti,152060297,3
2024-07-31,CBG009,Palembang,Cabang Sudirman,1457234536,Empluk Saragih,211690447,4
2024-07-31,CBG009,Palembang,Cabang Sudirman,8651546227,"Drs. Ifa Hardiansyah, M.Farm",482960848,1
2024-07-31,CBG009,Palembang,Cabang Sudirman,9703068891,Calista Latupono,170059353,3
2024-07-31,CBG009,Palembang,Cabang Sudirman,3961088268,Nadine Kusmawati,188981535,3
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,1509005431,Mahesa Laksmiwati,422034674,4
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,8920067772,Eja Prasetya,465635073,3
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,6329270645,"Ina Ramadan, M.TI.",494143798,1
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,4377453361,"dr. Safina Mahendra, S.Ked",106616389,4
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,2554607614,"dr. Septi Sinaga, S.Ked",319619356,4
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,7707276480,Violet Latupono,114657423,5
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,2440548655,Hesti Mandala,371449798,1
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,4976830134,Hamima Narpati,389178325,3
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,1826096568,"dr. Queen Padmasari, S.Pt",372489990,3
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,1795746519,Ir. Kenes Ardianto,122802875,1
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,7766621973,Cakrajiya Kuswandari,246834423,4
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,5973177961,"Raihan Pudjiastuti, S.Pd",155250612,3
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,7619736241,Patricia Haryanto,269945472,3
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,9825508022,R. Diah Mansur,249855368,1
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,8502611970,R.A. Kasiyah Pradana,438237783,2
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,2282427927,R. Hafshah Nurdiyanti,449994963,2
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,8932100275,"Gilda Palastri, S.T.",260382837,2
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,8731527541,"Ir. Safina Sihombing, S.Ked",138836949,1
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,3854143865,Zamira Prasasta,372198606,4
2024-07-31,CBG010,Balikpapan,Cabang MT Haryono,7712471115,Ira Melani,334626845,3
2024-08-31,CBG001,Jakarta,Cabang Sudirman,4099487370,Yunita Mansur,204212024,2
2024-08-31,CBG001,Jakarta,Cabang Sudirman,1912896029,H. Galih Purnawati,281907830,4
2024-08-31,CBG001,Jakarta,Cabang Sudirman,6876271665,Laila Tampubolon,477577333,2
2024-08-31,CBG001,Jakarta,Cabang Sudirman,3154372452,Hj. Wani Siregar,159565072,5
2024-08-31,CBG001,Jakarta,Cabang Sudirman,8409182537,Dirja Habibi,368831738,2
2024-08-31,CBG001,Jakarta,Cabang Sudirman,9530619651,"Azalea Saefullah, M.TI.",152640155,3
2024-08-31,CBG001,Jakarta,Cabang Sudirman,744821109,Elon Wasita,136118832,3
2024-08-31,CBG001,Jakarta,Cabang Sudirman,7201620857,Diana Sitorus,361458143,3
2024-08-31,CBG001,Jakarta,Cabang Sudirman,7208606540,Mariadi Samosir,201436553,4
2024-08-31,CBG001,Jakarta,Cabang Sudirman,6233072868,Dariati Purwanti,192138776,3
2024-08-31,CBG001,Jakarta,Cabang Sudirman,999945240,Puti Tira Kuswoyo,319396398,1
2024-08-31,CBG001,Jakarta,Cabang Sudirman,6527973032,Tari Oktaviani,452899613,1
2024-08-31,CBG001,Jakarta,Cabang Sudirman,8025941282,Zamira Pangestu,160150918,5
2024-08-31,CBG001,Jakarta,Cabang Sudirman,7466347635,"Zamira Hastuti, M.Farm",480357387,2
2024-08-31,CBG001,Jakarta,Cabang Sudirman,5156643171,Luwes Susanti,370276449,3
2024-08-31,CBG001,Jakarta,Cabang Sudirman,4980385926,Gambira Gunawan,148714466,2
2024-08-31,CBG001,Jakarta,Cabang Sudirman,5669788711,Sakura Fujiati,438632531,4
2024-08-31,CBG001,Jakarta,Cabang Sudirman,4473048897,"Puji Hariyah, M.TI.",122597748,5
2024-08-31,CBG001,Jakarta,Cabang Sudirman,3982179800,Nadine Wasita,255850917,1
2024-08-31,CBG001,Jakarta,Cabang Sudirman,3446894170,Rizki Maryati,486937323,3
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,5407123217,R. Michelle Waluyo,350421424,1
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,1574978570,Lidya Utami,109954764,5
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,2099601966,Pia Suryatmi,300102231,4
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,1889703475,Latif Hutasoit,369530530,4
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,7231261547,Syahrini Nashiruddin,310358263,3
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,9649622625,"Qori Iswahyudi, S.Sos",305982019,3
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,5522834178,"Bagas Riyanti, M.M.",190003068,1
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,7648022504,Indra Puspita,373256547,4
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,3832237156,Rafid Hakim,435060743,4
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,9615582986,"T. Daryani Hasanah, S.Kom",202061770,5
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,3298314308,"Widya Prasetya, S.Pd",281604892,5
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,688511410,Arsipatra Mardhiyah,278815679,4
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,5312392113,"Icha Pratama, S.T.",164321452,1
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,9139808894,Diah Adriansyah,407084009,5
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,7607691354,drg. Darijan Marpaung,346975662,3
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,4601639672,drg. Genta Nababan,422213486,1
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,3362038515,Ifa Melani,429648084,4
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,1910267335,Tgk. Karja Waluyo,482156693,2
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,9062953366,"drg. Endra Hidayanto, S.Pt",348259919,4
2024-08-31,CBG002,Bandung,Cabang Asia Afrika,3313842637,"Viktor Lailasari, S.T.",162359246,4
2024-08-31,CBG003,Surabaya,Cabang Darmo,5465551607,Eva Dabukke,150518114,5
2024-08-31,CBG003,Surabaya,Cabang Darmo,5144392799,R.M. Baktianto Rajata,354112797,4
2024-08-31,CBG003,Surabaya,Cabang Darmo,5464128655,Maman Saptono,218514609,5
2024-08-31,CBG003,Surabaya,Cabang Darmo,6187760621,Dr. Lili Nababan,285614556,5
2024-08-31,CBG003,Surabaya,Cabang Darmo,7570893167,dr. Janet Adriansyah,332748676,3
2024-08-31,CBG003,Surabaya,Cabang Darmo,5935608521,Pia Wijaya,122206120,1
2024-08-31,CBG003,Surabaya,Cabang Darmo,9223794809,Ciaobella Nugroho,283679589,4
2024-08-31,CBG003,Surabaya,Cabang Darmo,9302082429,Mahdi Putra,323148046,4
2024-08-31,CBG003,Surabaya,Cabang Darmo,767207977,Kusuma Kuswoyo,266258927,3
2024-08-31,CBG003,Surabaya,Cabang Darmo,8888754382,Drs. Ajimat Hutapea,197261308,2
2024-08-31,CBG003,Surabaya,Cabang Darmo,4154096493,Harsanto Winarno,375957394,3
2024-08-31,CBG003,Surabaya,Cabang Darmo,8225726468,Drs. Samiah Wibowo,454765699,5
2024-08-31,CBG003,Surabaya,Cabang Darmo,2419406806,"Drs. Upik Hariyah, S.T.",395907705,1
2024-08-31,CBG003,Surabaya,Cabang Darmo,6386041006,Panca Adriansyah,198480566,2
2024-08-31,CBG003,Surabaya,Cabang Darmo,6103334408,"drg. Prima Saragih, S.IP",271246910,2
2024-08-31,CBG003,Surabaya,Cabang Darmo,2747065898,Hamima Suwarno,343411611,2
2024-08-31,CBG003,Surabaya,Cabang Darmo,5900766668,"Ir. Panca Mansur, S.T.",345303716,3
2024-08-31,CBG003,Surabaya,Cabang Darmo,5489820323,Elisa Marbun,204422947,1
2024-08-31,CBG003,Surabaya,Cabang Darmo,2861463760,"Zizi Setiawan, M.M.",371772321,5
2024-08-31,CBG003,Surabaya,Cabang Darmo,6466180644,Bagya Nasyiah,127126531,5
2024-08-31,CBG004,Medan,Cabang Gatot Subroto,4588555369,drg. Darimin Maryati,350719710,4
